#
# Full target list for orbit 211, sector 100
# Created Wed Jan 14 09:59:26 EST 2026 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
107145096,2,3,12.94,183.5505,-35.4091
107222192,2,3,15.97,183.7542,-35.0392
107222252,2,3,8.08,183.6946,-35.1465
117935303,4,4,8.69,271.3028,-58.6184
118056905,4,4,15.94,271.4171,-59.1139
118058016,4,4,11.18,271.5583,-59.9291
118058017,4,4,12.93,271.5734,-59.9292
118058765,4,4,11.01,271.7427,-59.4451
118058766,4,4,10.74,271.7399,-59.4445
118190632,4,4,9.19,271.8738,-58.4031
118191232,4,4,13.20,271.8931,-58.5780
118196094,4,4,9.05,272.1733,-59.2522
118322787,4,4,4.92,272.4895,-59.0402
118436719,4,4,12.18,272.8417,-59.8608
119648132,2,1,6.75,161.9807,-52.2461
119712594,2,1,15.67,161.8626,-50.8412
119717677,2,1,8.96,161.8917,-48.6694
119779818,2,1,15.69,162.2073,-50.4568
119783045,2,1,11.13,162.0749,-51.6853
119863167,2,1,11.38,162.2994,-53.1611
119867023,2,1,10.36,162.2172,-51.9948
119869388,2,1,12.60,162.3563,-51.1232
119918024,2,1,8.36,162.2829,-48.7001
119922044,2,1,5.78,162.5715,-49.1124
119925436,2,1,10.98,162.4127,-50.5993
120073783,2,1,11.43,162.6451,-50.1283
120074446,2,1,12.89,162.7184,-49.8517
120074463,2,1,11.76,162.7171,-49.8474
120147676,2,1,15.45,162.9348,-50.8110
120150191,2,1,10.58,162.8122,-51.7812
120157865,2,1,12.03,163.0061,-53.7884
120229621,2,1,6.07,162.9731,-49.1579
120298397,2,1,10.62,162.9972,-48.0522
120303110,2,1,8.02,163.1588,-49.9820
120305053,2,1,8.56,163.1346,-50.7962
120307376,2,1,11.23,163.1267,-51.7157
120307709,2,1,13.78,163.2200,-51.8414
120371200,2,1,8.15,163.4463,-53.9191
120378082,2,1,8.18,163.3334,-51.7927
120441501,2,1,12.89,163.5850,-49.4756
120441503,2,1,12.61,163.5826,-49.4757
120514265,2,1,8.90,163.5469,-52.0150
120591486,2,1,10.52,163.6877,-50.8846
120591487,2,1,12.75,163.6843,-50.8841
120596335,2,1,12.42,163.6688,-48.7841
120656497,2,1,13.08,163.9050,-50.8932
120660805,2,1,11.36,163.9524,-52.3887
120720305,2,1,11.02,164.1835,-53.5114
120723798,2,1,14.98,164.1119,-52.4752
120770766,2,1,6.84,164.1696,-50.6081
120772404,2,1,10.46,164.0862,-49.9941
120774302,2,1,11.31,164.1642,-49.1779
120776072,2,1,7.68,164.1225,-48.3320
120856811,2,1,5.76,164.2823,-50.7649
120859681,2,1,8.89,164.3488,-51.8277
120925652,2,1,8.10,164.5160,-51.1648
120928374,2,1,11.63,164.4165,-50.1241
120979909,2,1,10.53,164.4967,-48.5246
120987164,2,1,12.90,164.5881,-50.6388
121056099,2,1,9.54,164.6918,-53.8526
134631370,2,2,14.03,182.0671,-41.9472
134634767,2,2,8.04,182.1615,-37.7394
134653865,2,2,5.61,182.2273,-41.2317
134717003,2,2,8.32,182.5915,-38.1776
134754537,2,2,5.91,182.6413,-37.8706
134754923,2,2,11.38,182.7291,-37.3690
134758536,2,2,9.07,182.7922,-39.7247
134759722,2,2,8.62,182.8361,-41.2065
134764385,2,2,9.17,183.0629,-36.8967
134765652,2,2,14.83,183.2107,-36.7902
134810745,2,2,14.48,183.2947,-41.2493
134811023,2,2,9.29,183.2787,-40.9422
134811073,2,2,9.58,183.3356,-40.9000
134811724,2,2,11.08,183.3068,-40.1102
134812544,2,2,10.97,183.2957,-39.1096
134812686,2,2,5.90,183.3541,-38.9293
134831706,2,2,11.92,183.4321,-38.1331
134831707,2,2,11.31,183.4336,-38.1344
134832204,2,2,8.06,183.4099,-38.7992
134832811,2,2,8.58,183.4251,-39.5906
134833652,2,2,8.47,183.4841,-40.5809
134833908,2,2,12.30,183.4504,-40.8666
134837162,2,2,10.18,183.6461,-39.1998
134837372,2,2,10.69,183.6253,-38.9126
134868233,2,2,9.15,183.6895,-37.7752
134871830,2,2,5.36,183.8736,-41.9146
134872088,2,2,8.50,183.8995,-41.6283
134873712,2,2,9.62,183.8773,-39.8120
134902944,2,2,8.78,183.9688,-36.7577
134907045,2,2,9.50,184.0510,-40.5053
134907672,2,2,11.59,184.0600,-41.2152
134907674,2,2,11.26,184.0575,-41.2164
134970785,2,2,13.38,184.3541,-39.5811
134971152,2,2,5.84,184.3944,-40.0045
134971317,2,2,8.65,184.4198,-40.2188
134976179,2,2,14.80,184.4446,-38.0711
134976537,2,2,13.59,184.4962,-37.5789
134977282,2,2,13.38,184.4426,-36.5884
134977626,2,2,6.18,184.4466,-36.0940
135043944,2,2,13.11,184.5968,-36.5867
135045597,2,2,15.27,184.5794,-38.6844
135050395,2,2,9.58,184.8366,-39.8570
135078221,2,2,10.90,184.9087,-36.5193
135079202,2,2,7.15,185.0183,-37.8044
135080472,2,2,7.80,184.9194,-39.3769
135093848,2,2,8.19,185.1043,-38.3077
135095841,2,2,8.17,185.1833,-36.2038
135097390,2,2,7.64,185.2893,-38.3029
135097399,2,2,9.36,185.2326,-38.3119
135144081,2,2,8.19,185.1944,-41.0048
135147521,2,2,8.25,185.4563,-39.1352
135159743,2,2,13.78,185.6149,-38.2400
135160252,2,2,10.95,185.5394,-38.8526
135160410,2,2,11.21,185.5821,-39.0524
135161278,2,2,8.46,185.4783,-40.0234
135162879,2,2,13.62,185.5548,-41.8008
135165545,2,2,6.12,185.6883,-39.1788
135173498,2,2,12.05,185.6296,-36.7696
135173705,2,2,13.20,185.7289,-36.4574
135176716,2,2,6.11,185.9029,-39.3023
135225667,2,2,5.88,185.9359,-38.9115
135226324,2,2,8.23,185.9284,-38.1204
135246293,2,2,5.25,186.1857,-41.3848
135249824,2,2,12.34,186.2514,-40.5167
135249826,2,2,11.66,186.2517,-40.5157
135254999,2,2,8.09,186.2583,-37.3555
135309286,2,2,10.85,186.4497,-37.2490
135313445,2,2,8.37,186.6476,-41.5457
135349272,2,2,9.22,186.7355,-37.4660
135350167,2,2,8.10,186.6954,-38.6244
135366441,2,2,8.08,186.8436,-39.3622
135369982,2,2,10.37,187.0696,-37.5529
135370187,2,2,8.09,187.0699,-37.8416
135371083,2,2,5.53,187.0934,-39.0412
135424156,2,2,8.87,187.2353,-40.3593
135432046,2,2,8.10,187.3653,-41.9400
135432237,2,2,3.90,187.4913,-41.7360
135432931,2,2,9.24,187.4714,-40.9189
135454073,2,2,12.13,187.8314,-40.3099
135454081,2,2,10.91,187.7341,-40.2998
135454100,2,2,8.18,187.8711,-40.2745
135510377,2,2,5.92,187.9970,-41.0553
141906986,2,3,15.98,177.6577,-35.6040
141908244,2,3,6.68,177.6737,-33.1412
141939869,2,3,12.82,177.9262,-33.2213
141939885,2,3,9.28,177.9203,-33.1938
141969034,2,3,5.35,177.9233,-30.8369
141969667,2,3,8.61,178.0408,-30.2722
141973945,2,3,4.62,178.2267,-33.9081
142002253,2,3,12.91,178.2331,-32.5174
142002844,2,3,11.11,178.2921,-31.3999
142004101,2,3,10.77,178.4376,-31.0426
142004958,2,3,9.98,178.3505,-32.6751
142006351,2,3,6.13,178.3610,-35.0669
142037922,2,3,8.40,178.4983,-34.5112
142039824,2,3,5.44,178.5469,-30.9070
142040321,2,3,7.79,178.5211,-29.9828
142041009,2,3,9.39,178.6296,-31.2976
142058236,2,3,8.62,178.8266,-35.6696
142061424,2,3,11.57,178.8291,-32.9187
142061428,2,3,10.74,178.8287,-32.9175
142096366,2,3,9.00,179.1232,-32.1964
142098917,2,3,7.20,179.1809,-32.2675
142098919,2,3,7.06,179.1748,-32.2682
142110847,2,3,6.25,179.2652,-33.3155
142115666,2,3,8.54,179.3075,-30.0112
142116609,2,3,6.66,179.5145,-31.6512
142139204,2,3,8.16,179.6245,-34.8332
142140058,2,3,8.51,179.6554,-33.3249
142141870,2,3,5.18,179.8428,-30.0608
142156210,2,3,8.22,179.7231,-30.9886
142160632,2,3,9.42,179.8698,-33.2229
142171554,2,3,13.49,179.9777,-30.2216
142171923,2,3,7.61,180.1007,-30.3366
142173958,2,3,11.61,180.1141,-34.0938
142209224,2,3,13.00,180.3516,-31.9908
142209361,2,3,10.39,180.3655,-32.2263
142210408,2,3,8.22,180.3994,-34.1421
142210952,2,3,13.24,180.3575,-35.0318
142211778,2,3,13.91,180.5462,-35.5486
142260776,2,3,8.12,180.4283,-32.6252
142262413,2,3,8.73,180.6141,-30.3616
142262969,2,3,10.26,180.5936,-31.3737
142264088,2,3,12.58,180.6577,-33.4780
142264644,2,3,15.91,180.6776,-34.4057
142265078,2,3,10.46,180.6220,-35.1529
142277498,2,3,13.03,180.8066,-34.3130
142277868,2,3,14.31,180.7628,-33.6656
142278120,2,3,15.88,180.7250,-33.2292
142279151,2,3,8.19,180.8273,-31.2685
142282993,2,3,9.79,180.8535,-35.5681
142283008,2,3,13.30,180.8636,-35.5886
142309784,2,3,11.27,180.9966,-34.1764
142310303,2,3,11.93,181.0923,-33.2678
142310306,2,3,11.32,181.0917,-33.2635
142312635,2,3,7.01,181.1435,-31.1877
142312912,2,3,15.52,181.1892,-31.7144
142314056,2,3,8.60,181.2164,-33.8376
142323500,2,3,15.60,181.3849,-35.8344
142323579,2,3,9.31,181.3636,-35.7224
142324512,2,3,5.54,181.2997,-34.2090
142375417,2,3,6.29,181.4858,-35.6939
142378043,2,3,9.89,181.6325,-31.6457
142387735,2,3,15.11,181.7950,-32.5151
142387762,2,3,15.85,181.6978,-32.5761
142388066,2,3,11.89,181.7254,-33.1182
142389148,2,3,11.80,181.7411,-35.0165
142390356,2,3,11.84,181.9292,-34.8263
142391477,2,3,10.33,181.8634,-32.7836
142391849,2,3,8.07,181.8376,-32.0573
142391974,2,3,12.19,181.8834,-31.8216
142392159,2,3,6.19,181.8961,-31.4113
142976052,1,3,8.10,166.5128,-11.1883
142985749,1,3,9.11,166.5326,-7.3447
142986251,1,3,9.35,166.7225,-6.5312
142988464,1,3,8.61,166.8472,-8.3516
143024943,1,3,13.94,166.9585,-6.1707
143032422,1,3,5.71,167.3291,-11.6778
143032776,1,3,14.67,167.2551,-10.1883
143032850,1,3,8.62,167.2449,-9.8645
143033813,1,3,8.22,167.4098,-6.1668
143045164,1,3,7.11,167.5497,-11.3607
143046056,1,3,6.23,167.5538,-7.3907
143046355,1,3,13.47,167.5101,-6.0736
143047133,1,3,12.88,167.6520,-9.3512
143057918,1,3,8.38,167.7705,-8.2430
143058593,1,3,8.18,167.8615,-6.7911
143058705,1,3,14.12,167.9011,-7.3091
143059017,1,3,13.48,167.9033,-8.6944
143059148,1,3,9.20,167.8501,-9.3575
143060213,1,3,8.26,168.0716,-10.0196
143068296,1,3,12.06,168.1992,-7.3364
143068297,1,3,12.40,168.2028,-7.3376
143069261,1,3,8.49,168.1798,-11.7299
144112138,2,2,8.22,188.2032,-39.2304
144155193,2,2,13.44,188.5443,-41.8373
144155582,2,2,10.89,188.7671,-41.6109
144155716,2,2,8.59,188.7481,-41.4427
144186847,2,2,8.61,188.7946,-39.8855
144219766,2,2,11.57,188.9417,-41.2649
144219989,2,2,4.92,188.9387,-41.0219
144221009,2,2,5.82,189.0038,-39.8697
144287262,2,2,15.77,189.0847,-40.8126
144289335,2,2,9.73,189.3167,-40.8145
144289338,2,2,7.60,189.3167,-40.8122
144289605,2,2,13.88,189.3004,-40.5023
144289734,2,2,11.17,189.3010,-40.3636
144321743,2,2,12.03,189.6298,-41.4741
144427252,2,2,8.23,190.2050,-41.0469
144451199,2,2,11.89,190.5294,-41.6351
146111390,2,1,15.56,157.6525,-47.3162
146172341,2,4,7.41,157.8053,-42.2294
146172354,2,4,10.29,157.8672,-42.2406
146172582,2,4,15.46,157.7864,-42.4367
146172601,2,4,14.85,157.8490,-42.4525
146172909,2,4,8.57,157.7669,-42.7128
146236991,2,1,8.31,157.8896,-45.9960
146238520,2,4,6.19,157.9858,-45.0697
146238523,2,4,5.92,157.9892,-45.0667
146239176,2,4,11.69,158.0042,-44.6611
146270921,2,4,9.86,157.8828,-41.9528
146271266,2,4,9.36,158.0433,-42.1497
146274744,2,4,5.13,158.1399,-44.6187
146310847,2,1,8.19,158.2313,-47.4357
146311668,2,1,3.98,158.2367,-47.0033
146312914,2,1,8.16,158.2831,-46.3139
146313523,2,1,13.86,158.3093,-45.9376
146320244,2,4,10.89,158.4677,-42.6995
146374965,2,1,15.64,158.5191,-47.7531
146377739,2,1,11.21,158.6149,-46.5160
146377740,2,1,12.16,158.6183,-46.5157
146425843,2,4,8.70,158.5457,-44.6988
146431583,2,4,5.23,158.7929,-43.6644
146489087,2,1,7.63,158.9604,-47.0989
146494304,2,4,8.10,158.8989,-43.7870
146525556,2,4,15.19,158.8491,-42.6480
146527879,2,4,13.95,159.0238,-43.1044
146528748,2,4,12.80,159.0529,-43.7987
146584885,2,1,9.66,159.3038,-46.3504
146588293,2,4,13.99,159.1770,-43.9834
146589816,2,4,8.11,159.2910,-42.6856
146589986,2,4,9.76,159.2214,-42.5416
146608860,2,4,5.46,159.7095,-42.7535
146610974,2,4,8.72,159.8007,-44.6286
146655837,2,1,10.81,159.7955,-46.2769
146655839,2,1,10.95,159.7941,-46.2770
146656091,2,1,8.74,159.7671,-46.4364
146664561,2,4,12.84,159.9795,-43.7704
146664806,2,4,4.73,159.9211,-43.5493
146714732,2,4,13.54,160.0218,-42.1269
146715928,2,4,8.72,160.0357,-43.0807
146717415,2,4,12.26,160.1031,-44.2325
146717420,2,4,11.45,160.1019,-44.2333
146723975,2,4,8.40,160.3214,-42.2726
146754366,2,1,10.89,160.4720,-46.2540
146758127,2,1,5.80,160.5916,-47.2204
146758451,2,1,8.21,160.5772,-47.0097
146810480,2,4,8.67,160.5268,-42.8779
146816450,2,1,12.13,160.7677,-45.7570
146839651,2,1,13.95,160.6798,-47.2244
146841337,2,1,12.59,160.9080,-47.7905
146842334,2,1,11.76,160.8964,-47.2563
146846951,2,4,9.00,160.9440,-44.3533
146883975,2,4,14.13,160.9742,-42.7148
146886115,2,4,11.35,161.1150,-43.5476
146890957,2,1,11.37,161.0770,-45.2573
146890996,2,1,11.71,161.0691,-45.2704
146893854,2,1,8.09,161.0873,-46.2069
146937007,2,1,11.19,161.2474,-46.2937
146941952,2,4,9.36,161.2876,-42.7632
146942882,2,4,8.63,161.2047,-41.9107
146995740,2,1,9.21,161.3764,-45.1298
146999446,2,1,4.26,161.4209,-47.4598
147000930,2,1,8.32,161.6161,-47.6326
147022963,2,4,8.48,161.5818,-43.5919
147027702,2,4,10.63,161.7728,-43.9318
147092818,2,1,12.75,161.9452,-47.0249
147135718,2,4,8.17,161.8791,-42.8002
147135994,2,4,8.16,161.8465,-42.5690
147136123,2,4,14.69,161.8853,-42.4664
147143214,2,1,9.50,161.9517,-46.3934
147143741,2,1,8.11,162.0498,-46.7005
147188238,2,1,5.68,162.1720,-47.7497
147193084,2,1,13.46,162.2709,-45.0855
147208702,2,4,12.09,162.2340,-42.1889
147209584,2,4,5.75,162.3562,-42.3673
147214032,2,1,9.23,162.4325,-45.7540
147277230,2,1,8.14,162.5686,-44.9203
147278799,2,4,12.88,162.5523,-43.7379
147282856,2,4,10.39,162.7510,-43.3288
147282859,2,4,10.87,162.7586,-43.3316
147321342,2,1,8.01,162.7531,-45.6811
147322088,2,1,13.90,162.7423,-46.1630
147340930,2,1,10.99,162.9164,-44.9856
147344913,2,4,11.59,162.8389,-42.1124
147345947,2,4,8.19,163.0593,-42.5323
147408495,2,1,9.73,163.0581,-45.1820
147411690,2,1,10.93,162.9960,-46.9940
147413592,2,1,9.47,163.1018,-47.8862
147531988,2,1,15.94,163.2908,-47.3782
147534453,2,1,12.55,163.4739,-47.1534
147539780,2,4,8.04,163.5489,-43.6806
147566325,2,4,11.00,163.5959,-42.3912
147569266,2,1,8.14,163.6443,-44.6874
147572433,2,1,8.04,163.6632,-46.6652
147618747,2,1,14.26,163.7989,-45.2832
147622676,2,4,6.12,163.7538,-42.2511
147660207,2,4,12.80,163.9061,-42.8525
147660886,2,4,9.49,164.0316,-43.3767
148497855,1,3,12.07,163.7715,-6.4785
148498031,1,3,13.05,163.9408,-6.1100
148498368,1,3,8.20,163.8327,-7.6012
148498810,1,3,11.02,163.8917,-9.3539
148499176,1,3,8.03,163.8310,-10.8523
148545939,1,3,8.28,164.2777,-9.9618
148559577,1,3,14.04,164.3904,-7.5224
148560541,1,3,9.12,164.3896,-11.6401
148562084,1,3,8.39,164.6458,-6.3575
148562228,1,3,8.24,164.6244,-7.0553
148563078,1,3,11.35,164.6152,-10.7757
148564129,1,3,8.16,164.7180,-8.8533
148574712,1,3,13.74,164.8445,-10.9203
148574718,1,3,8.24,164.8181,-10.9550
148576168,1,3,12.65,164.9583,-6.8797
148577779,1,3,15.77,165.0714,-11.9239
148611095,1,3,12.08,165.2129,-7.2686
148611357,1,3,10.11,165.1987,-6.0893
148611448,1,3,14.32,165.3789,-6.2024
148611612,1,3,8.09,165.3971,-6.9811
148612197,1,3,5.62,165.3123,-9.7719
148612264,1,3,12.28,165.3759,-10.1213
151639642,2,4,10.90,166.9214,-36.1002
151641253,2,4,9.36,166.9137,-37.2154
151641733,2,4,12.34,166.9298,-37.5330
151641999,2,4,14.74,166.9092,-37.7036
151679995,2,4,14.03,166.9180,-38.8556
151681127,2,4,9.14,166.8888,-40.2069
151735351,2,4,13.80,167.2875,-41.8922
151737954,2,4,9.33,167.4165,-39.1131
151738485,2,4,12.70,167.4573,-38.4691
151738776,2,4,10.21,167.3988,-38.1572
151763892,2,4,5.13,167.5889,-36.0951
151764983,2,4,10.02,167.6152,-37.5311
151766620,2,4,15.27,167.5856,-39.5757
151769040,2,4,8.21,167.6284,-41.6358
151789661,2,4,8.77,167.8058,-36.1815
151790016,2,4,14.81,167.9144,-36.7161
151791691,2,4,11.31,167.9035,-38.8902
151825527,2,4,11.67,167.9912,-39.3283
151829264,2,4,8.13,168.1814,-37.3817
151859499,2,4,14.16,168.1483,-40.4309
151860832,2,4,10.50,168.2190,-41.7714
151862800,2,4,8.42,168.3590,-39.9254
151913765,2,4,8.46,168.3998,-38.7619
151915922,2,4,10.33,168.4900,-41.1836
151920165,2,4,12.57,168.5639,-37.9101
151941232,2,4,5.65,168.8719,-41.0572
151960246,2,4,10.97,169.0235,-38.0647
151962240,2,4,14.87,169.1078,-40.5110
152019744,2,4,8.11,169.1351,-41.4941
152022381,2,4,5.92,169.2211,-38.3986
152024022,2,3,14.13,169.2002,-36.2182
152024569,2,3,11.19,169.3113,-36.4171
152024570,2,3,11.80,169.3120,-36.4181
152056514,2,4,14.69,169.3526,-41.2341
152056666,2,4,6.54,169.2930,-41.3903
152059149,2,4,11.64,169.5265,-39.8178
152061708,2,3,5.86,169.4278,-36.5340
152061781,2,3,8.53,169.5435,-36.4332
152062150,2,3,13.85,169.6422,-35.9075
152109597,2,4,10.74,169.7083,-39.4731
152145351,2,3,11.31,169.9721,-37.0201
152147232,2,4,11.67,169.9093,-39.4621
152147367,2,4,8.44,170.0012,-39.6164
152149810,2,4,14.53,170.1324,-41.5338
152173304,2,3,8.15,170.1001,-37.6430
152173900,2,3,14.84,170.1469,-36.8559
152174258,2,3,10.91,170.1415,-36.3873
152175409,2,3,11.73,170.2417,-37.1878
152177988,2,4,9.34,170.2813,-40.4964
152230058,2,3,12.29,170.4366,-37.9899
152232571,2,3,14.85,170.5974,-37.3431
152281576,2,3,3.63,170.8026,-36.1648
152311320,2,3,14.32,170.8955,-38.5447
152314981,2,4,8.60,171.0098,-41.2929
152363448,2,3,12.11,171.0174,-36.7538
152363549,2,3,14.17,171.0245,-36.6052
152363888,2,3,6.96,170.9478,-36.0892
152366330,2,3,8.01,171.1801,-39.0068
152366332,2,3,11.64,171.0970,-39.0133
152388886,2,3,14.40,171.2883,-38.6319
152393175,2,3,4.38,171.3718,-36.0629
152394150,2,3,14.94,171.4467,-36.6636
152395748,2,3,3.66,171.3875,-37.7477
152397298,2,3,10.63,171.4524,-38.6687
152397300,2,3,10.61,171.4533,-38.6692
152464347,2,3,9.52,171.6166,-39.4409
152466390,2,3,5.15,171.6343,-36.8834
152467154,2,3,13.10,171.7985,-36.0706
152479118,2,3,10.80,171.6886,-38.1776
152479307,2,3,11.66,171.7133,-38.4155
152480533,2,3,10.34,171.7387,-39.8103
152484496,2,3,10.89,171.9361,-39.8901
152484511,2,3,7.27,171.8721,-39.8766
152484651,2,3,14.30,171.9447,-39.7096
152510558,2,3,14.70,172.1143,-36.4510
152510979,2,3,8.24,172.0080,-37.0204
152511473,2,3,9.98,171.9736,-37.7031
152516260,2,3,8.82,172.1921,-40.7749
152563846,2,3,10.72,172.2276,-38.1068
152566738,2,3,13.97,172.3220,-37.5133
152569268,2,3,9.95,172.3781,-40.6092
152597296,2,3,5.87,172.4255,-38.4569
152597583,2,3,8.15,172.4610,-38.0914
152600309,2,3,14.73,172.6887,-37.5978
152600539,2,3,14.18,172.6233,-37.9391
157118385,2,3,8.16,175.1780,-34.2579
157118816,2,3,8.13,175.1863,-33.4515
157118870,2,3,10.32,175.1742,-33.3134
157136277,2,3,10.54,175.3837,-32.2333
157137142,2,3,8.88,175.2513,-33.9268
157137187,2,3,10.99,175.3696,-34.0096
157138079,2,3,6.83,175.3433,-35.6037
157139064,2,3,11.95,175.4332,-34.4777
157140074,2,3,3.86,175.4331,-32.4996
157140338,2,3,9.50,175.4207,-31.9224
157172274,2,3,11.93,175.5216,-31.0177
157174429,2,3,14.60,175.6531,-33.6654
157174648,2,3,9.62,175.5507,-34.0926
157212865,2,3,9.66,175.7808,-31.6434
157213708,2,3,13.23,175.8163,-30.0732
157217094,2,3,8.57,175.9568,-35.2480
157217943,2,3,9.11,176.0600,-33.7288
157225862,2,3,8.50,175.9619,-32.9543
157226560,2,3,7.98,176.0791,-31.6256
157227714,2,3,9.88,176.1137,-30.6678
157228742,2,3,11.99,176.0925,-32.7355
157228806,2,3,11.02,176.1856,-32.8819
157229933,2,3,14.24,176.1647,-34.9175
157230659,2,3,11.66,176.2499,-35.6405
157256755,2,3,8.55,176.3551,-31.7113
157257983,2,3,9.72,176.4732,-30.8525
157257984,2,3,11.48,176.4705,-30.8532
157259346,2,3,9.08,176.4911,-33.8363
157265783,2,3,12.24,176.5587,-35.5419
157265784,2,3,10.86,176.5589,-35.5397
157266693,2,3,13.16,176.6282,-33.8601
157267002,2,3,15.52,176.5070,-33.2311
157270345,2,3,11.05,176.7366,-33.8697
157270619,2,3,8.31,176.6714,-34.3486
157321602,2,3,5.37,176.7797,-35.9071
157321951,2,3,9.43,176.9047,-35.3741
157322241,2,3,10.75,176.8292,-34.7632
157323544,2,3,12.40,176.7925,-32.3585
157324520,2,3,5.84,176.8136,-30.2882
157325832,2,3,8.20,176.9832,-32.3893
157332840,2,3,8.60,177.1346,-35.4195
157336254,2,3,10.09,177.1131,-31.9687
157367048,2,3,15.61,177.3320,-33.2176
157701844,1,2,5.41,172.2175,-16.5949
157701872,1,2,14.42,172.1782,-16.4702
157733188,1,2,5.63,172.4903,-17.7693
157733424,1,2,8.74,172.3842,-16.7575
157754412,1,2,12.87,172.6208,-16.3533
157772180,1,2,8.03,172.9628,-17.4065
157772457,1,2,9.11,172.8950,-16.2146
157792026,1,2,13.23,173.6032,-17.8768
158149933,2,4,9.46,162.2266,-39.6594
158150633,2,4,12.10,162.1321,-38.9022
158150879,2,4,15.81,162.1282,-38.6134
158151232,2,4,11.84,162.0827,-38.1744
158151337,2,4,8.50,162.1991,-38.0511
158151583,2,4,9.51,162.1765,-37.7212
158152328,2,4,15.75,162.2091,-36.8000
158195536,2,4,12.21,162.2498,-41.3040
158200352,2,4,11.57,162.4862,-37.4482
158201886,2,4,8.13,162.5754,-36.5072
158223878,2,4,12.12,162.6241,-39.7614
158290221,2,4,12.66,162.9135,-37.5616
158292282,2,4,14.99,162.8532,-40.0760
158293963,2,4,8.34,162.8909,-41.7861
158295551,2,4,13.33,163.1235,-40.5367
158296367,2,4,14.48,162.9966,-39.6818
158328237,2,4,14.47,163.0743,-38.2058
158329963,2,4,14.38,163.1789,-35.9201
158333808,2,4,8.87,163.1993,-40.6407
158378363,2,4,8.32,163.3234,-39.5061
158378988,2,4,13.04,163.3780,-38.7948
158379020,2,4,10.58,163.3514,-38.7612
158381026,2,4,9.24,163.4112,-36.1543
158381418,2,4,11.95,163.5748,-36.2711
158381571,2,4,6.29,163.4832,-36.4568
158405309,2,4,12.17,163.4703,-41.3677
158406970,2,4,13.94,163.6634,-40.8460
158409884,2,4,8.60,163.6765,-37.5679
158411393,2,4,11.53,163.8505,-36.2749
158450472,2,4,12.08,163.7766,-39.8446
158451551,2,4,11.14,163.7521,-41.0178
158455853,2,4,13.58,163.9518,-38.3196
158500795,2,4,11.05,164.0573,-38.2044
158503974,2,4,13.51,164.0373,-41.7855
158543228,2,4,3.73,164.1801,-37.1387
158545518,2,4,7.86,164.3729,-37.8424
158547617,2,4,8.01,164.3639,-40.3808
158548149,2,4,8.24,164.3518,-40.9699
158586133,2,4,14.38,164.5823,-38.7400
158586156,2,4,8.18,164.5300,-38.7132
158588030,2,4,12.72,164.5488,-37.4168
158588039,2,4,11.25,164.5473,-37.4132
158588517,2,4,8.20,164.5731,-37.1517
158588995,2,4,11.88,164.5860,-36.8581
158593543,2,4,14.01,164.7486,-38.5601
158640443,2,4,9.67,164.8755,-41.3586
158644810,2,4,8.39,164.8546,-36.2928
158668763,2,4,15.50,165.0601,-37.4756
158670651,2,4,15.34,165.0393,-39.6691
158675248,2,4,8.52,165.1650,-39.3432
158714829,2,4,8.25,165.3562,-38.2995
158717958,2,4,12.10,165.3028,-41.6632
158718721,2,4,10.17,165.4378,-41.4678
158719651,2,4,8.94,165.3747,-40.5151
158741976,2,4,5.85,165.5032,-37.8335
158747617,2,4,3.77,165.5579,-41.1144
159881887,3,1,8.90,189.3489,-50.8415
160197791,3,1,10.76,189.4053,-51.7199
160198172,3,1,9.12,189.5667,-52.3008
160198796,3,1,13.33,189.3095,-53.1736
160203526,3,1,12.95,189.2815,-51.1322
160204059,3,1,10.81,189.4531,-52.1630
160522200,3,1,8.23,189.5121,-48.4558
160522555,3,1,12.39,189.4736,-49.1152
160522890,3,1,13.83,189.7011,-49.8006
160523545,3,1,12.71,189.5695,-50.7748
160523885,3,1,12.57,189.4410,-51.2795
160527698,3,1,9.37,189.7210,-48.4567
160527775,3,1,3.84,189.4236,-48.5414
160827811,3,1,13.30,189.8467,-52.1793
160827917,3,1,9.72,189.9009,-52.3734
160828238,3,1,12.86,189.7155,-52.8691
160828552,3,1,13.29,189.8314,-53.2711
160828759,3,1,11.71,189.8373,-53.6327
160833326,3,1,9.69,189.7758,-51.5289
160833480,3,1,9.46,189.6098,-51.7173
160833998,3,1,9.46,189.9434,-52.7122
160838312,3,1,14.30,189.7808,-51.5048
161156019,3,1,11.30,189.9607,-48.3619
161156219,3,1,13.48,190.0734,-48.8132
161156379,3,1,8.98,189.8757,-49.1094
161156771,3,1,11.40,190.0708,-49.7656
161162039,3,1,7.85,189.9422,-49.1989
161162087,3,1,6.45,190.0913,-49.4015
161162567,3,1,13.04,189.8256,-49.9978
161162951,3,1,9.82,189.8832,-50.6236
161461436,3,1,10.97,190.1940,-52.1847
161467050,3,1,13.78,190.1760,-51.7422
161468577,3,1,13.25,190.2834,-53.9360
161471143,3,1,13.73,190.1918,-52.1846
161733928,3,1,15.19,190.4778,-49.7532
161734785,3,1,13.84,190.4466,-51.1685
161738691,3,1,8.80,190.1809,-48.0477
161738745,3,1,9.62,190.1580,-48.1407
161738781,3,1,13.21,190.4788,-48.3237
161739042,3,1,2.37,190.3772,-48.9597
161739848,3,1,9.86,190.1587,-50.0656
