target,tic_id,sector,sectors,tmag,ra_deg,dec_deg,camera,ccd,teff_k,stellar_radius_solar,stellar_mass_solar,distance_pc,luminosity_class,stellar_selection_tier,small_planet_merit,selection_rank
TIC 54144488,54144488,100,100,12.95,160.4363,-31.2003,1,1,2944.0,0.152435,0.124492,18.3467,DWARF,0,0.956169,1
TIC 20325775,20325775,100,100,12.01,167.4723,-24.2491,1,2,3066.0,0.207213,0.176174,17.5205,DWARF,0,1.034834,2
TIC 148563078,148563078,100,100,11.35,164.6152,-10.7757,1,3,3088.0,0.224442,0.193752,14.4544,DWARF,0,0.972208,3
TIC 289706625,289706625,100,100,10.42,146.2233,-12.3481,1,4,3003.0,0.309432,,13.1228,DWARF,0,1.06513,4
TIC 303301402,303301402,100,100,12.09,159.5597,-49.5665,2,1,3061.0,0.165067,,14.4667,DWARF,0,0.853321,5
TIC 73232846,73232846,100,100,9.74,190.185,-43.5614,2,2,3341.0,0.220487,0.189664,8.04625,DWARF,0,0.634766,6
TIC 454012528,454012528,100,100,10.22,175.3441,-36.4073,2,3,3156.0,0.210137,0.179114,8.67849,DWARF,0,0.689005,7
TIC 146714732,146714732,100,100,13.54,160.0218,-42.1269,2,4,3122.0,0.222603,,40.1635,DWARF,0,1.403062,8
TIC 419692115,419692115,100,100,10.73,191.4733,-55.1149,3,1,3136.0,0.203777,,10.1828,DWARF,0,0.76431,9
TIC 375841179,375841179,100,100,7.09,178.7587,-56.0985,3,2,5670.0,0.864261,1.01,31.0482,DWARF,0,1.29129,10
TIC 328591096,328591096,100,100,10.77,190.5644,-71.639,3,3,3249.0,0.264253,0.236442,14.4447,DWARF,0,0.99804,11
TIC 448465432,448465432,100,100,9.3,211.0424,-66.243,3,4,3432.0,0.413428,,24.5677681,DWARF,0,1.0928,12
TIC 402834325,402834325,100,100,7.16,249.2116,-65.5863,4,1,6200.06,1.12215,1.19,48.8522,DWARF,0,1.532102,13
TIC 449046160,449046160,100,100,12.11,215.564,-70.3967,4,2,2985.0,0.153296,0.125257,12.8553,DWARF,0,0.793062,14
TIC 381983159,381983159,100,100,12.63,283.9589,-69.2425,4,3,2835.0,0.135559,,11.6079,DWARF,0,0.790257,15
TIC 75160399,75160399,100,100,8.37,266.6276,-57.3289,4,4,3386.0,0.291681,0.267154,5.88616,DWARF,0,0.603816,16
TIC 408438072,408438072,100,100,11.94,161.4639,-23.1512,1,1,3038.0,0.201625,,16.3261,DWARF,0,0.997089,17
TIC 219246754,219246754,100,100,12.5,171.3701,-19.0326,1,2,3086.0,0.20085,,21.5539,DWARF,0,1.105744,18
TIC 286332367,286332367,100,100,13.53,170.5485,-11.5379,1,3,2908.0,0.162217,,24.1254,DWARF,0,1.126193,19
TIC 396823875,396823875,100,100,10.91,148.1732,-15.6048,1,4,3315.0,0.27975,,17.6284,DWARF,0,1.07554,20
TIC 272649679,272649679,100,100,11.8,161.3762,-50.9912,2,1,3162.0,0.291077,,25.1736,DWARF,0,1.288016,21
TIC 22247626,22247626,100,100,12.3,183.6589,-46.0557,2,2,2967.0,0.175375,0.145354,15.646,DWARF,0,0.947935,22
TIC 448744245,448744245,100,100,12.32,182.444,-32.2227,2,3,3158.0,0.203424,,21.3005,DWARF,0,1.080804,23
TIC 54147357,54147357,100,100,12.87,160.5651,-33.4389,2,4,3277.0,0.274786,0.248134,41.3535,DWARF,0,1.451989,24
TIC 271946648,271946648,100,100,10.55,187.3822,-55.9995,3,1,3227.0,0.258143,0.229726,13.0701,DWARF,0,0.933721,25
TIC 317385747,317385747,100,100,11.14,172.5749,-59.987,3,2,3398.0,0.392529,,30.3168,DWARF,0,1.415743,26
TIC 341787179,341787179,100,100,11.94,203.5376,-71.3667,3,3,3023.0,0.204262,,16.76,DWARF,0,1.008375,27
TIC 332286707,332286707,100,100,9.02,212.7888,-61.9301,3,4,3727.0,0.53071,0.527574,19.6133,DWARF,0,1.253715,28
TIC 363596599,363596599,100,100,9.67,249.7907,-68.3861,4,1,4584.0,0.688399,0.72,52.628,DWARF,0,1.60968,29
TIC 384667852,384667852,100,100,11.81,256.6997,-82.1968,4,2,3234.0,0.268109,0.240706,23.8661,DWARF,0,1.218623,30
TIC 276834958,276834958,100,100,9.74,272.8158,-78.9875,4,3,3132.0,0.355825,,,DWARF,0,1.050473,31
TIC 447382925,447382925,100,100,11.32,251.9859,-65.154,4,4,3249.0,0.20576,0.174719,14.5807,DWARF,0,0.890722,32
TIC 188087958,188087958,100,100,11.77,161.6375,-24.5873,1,1,3407.0,0.227206,0.196627,21.262,DWARF,0,1.06684,33
TIC 335380087,335380087,100,100,12.54,169.948,-16.5435,1,2,3015.0,0.219294,,23.8476,DWARF,0,1.190053,34
TIC 148498810,148498810,100,100,11.02,163.8917,-9.3539,1,3,3307.0,0.289271,0.264424,19.2346,DWARF,0,1.12661,35
TIC 179279545,179279545,100,100,13.79,159.2586,-18.4625,1,4,3013.0,0.152397,,28.459,DWARF,0,1.123953,36
TIC 273052736,273052736,100,100,12.99,170.6268,-49.1636,2,1,3113.0,0.253353,,,DWARF,0,1.405452,37
TIC 454073466,454073466,100,100,11.38,176.3947,-40.9339,2,2,3184.0,0.228827,,15.842,DWARF,0,0.995015,38
TIC 57186214,57186214,100,100,12.88,170.706,-31.6789,2,3,3145.0,0.18799,,25.3172,DWARF,0,1.124269,39
TIC 287301013,287301013,100,100,9.39,165.0128,-35.1117,2,4,3713.0,0.62031,0.604352,32.6475067,DWARF,0,1.463218,40
TIC 256911677,256911677,100,100,10.93,200.5163,-55.0174,3,1,3232.0,0.245323,,14.5884,DWARF,0,0.965477,41
TIC 379773579,379773579,100,100,11.38,181.332,-64.6973,3,2,3488.0,0.423353,0.417574,38.985,DWARF,0,1.529405,42
TIC 361871362,361871362,100,100,12.54,195.9323,-72.557,3,3,3191.0,0.251083,0.222034,30.7515,DWARF,0,1.307635,43
TIC 209828398,209828398,100,100,11.71,210.9593,-59.3988,3,4,3485.0,0.298055,,30.1577,DWARF,0,1.290593,44
TIC 1206529116,1206529116,100,100,11.78,249.1781,-66.3892,4,1,3838.0,0.446324,0.59,58.4397,DWARF,0,1.6553,45
TIC 384490072,384490072,100,100,12.37,252.6662,-78.3359,4,2,3281.0,0.245367,,28.5825,DWARF,0,1.253632,46
TIC 292749585,292749585,100,100,11.45,274.8139,-77.0513,4,3,3269.0,0.26579,0.238139,21.3747,DWARF,0,1.139077,47
TIC 74188694,74188694,100,100,10.08,264.6357,-58.5453,4,4,3352.0,0.359816,,16.3287,DWARF,0,1.128161,48
TIC 308984536,308984536,100,100,12.16,150.8982,-27.2954,1,1,3259.0,0.245879,,26.3491,DWARF,0,1.213443,49
TIC 410407964,410407964,100,100,8.67,166.8636,-19.2918,1,2,3827.0,0.564998,0.558547,18.7168,DWARF,0,1.238094,50
TIC 333794492,333794492,100,100,11.18,169.274,-11.3748,1,3,3300.0,0.285621,,19.9821,DWARF,0,1.14758,51
TIC 36877906,36877906,100,100,12.7,156.2586,-9.0898,1,4,3142.0,0.196692,0.165744,25.1823,DWARF,0,1.127573,52
TIC 80938947,80938947,100,100,13.05,166.2091,-48.8952,2,1,3232.0,0.300053,,49.0596,DWARF,0,1.564396,53
TIC 165630168,165630168,100,100,11.1,181.0678,-40.6356,2,2,3384.0,0.290069,,20.5649,DWARF,0,1.145003,54
TIC 152366332,152366332,100,100,11.64,171.097,-39.0133,2,3,3250.0,0.27115,0.244083,22.2747,DWARF,0,1.194419,55
TIC 106756298,106756298,100,100,13.43,160.7694,-40.8173,2,4,3201.0,0.254024,0.225229,46.6904,DWARF,0,1.49575,56
TIC 273342620,273342620,100,100,11.18,188.6605,-54.2508,3,1,3312.0,0.340518,0.323247,24.8262,DWARF,0,1.30028,57
TIC 467558608,467558608,100,100,12.11,168.8106,-65.1104,3,2,3411.0,0.378217,0.366699,44.333,DWARF,0,1.577482,58
TIC 448186109,448186109,100,100,9.99,208.7213,-71.3642,3,3,3509.0,0.462766,,22.8364,DWARF,0,1.328723,59
TIC 209828429,209828429,100,100,11.7,211.0014,-59.4023,3,4,3486.0,0.299168,0.275669,30.1693,DWARF,0,1.29183,60
TIC 258603530,258603530,100,100,8.02,221.9893,-67.8388,4,1,5880.0,1.09644,1.07,64.2075,DWARF,0,1.68397,61
TIC 395744004,395744004,100,100,7.49,208.8314,-76.271,4,2,5049.07,0.76258,0.84,26.4945,DWARF,0,1.262571,62
TIC 256097450,256097450,100,100,10.51,267.1169,-74.4625,4,3,3431.0,0.338157,0.320517,19.2541,DWARF,0,1.160237,63
TIC 74185907,74185907,100,100,12.12,264.6727,-59.7085,4,4,3185.0,0.251972,0.222998,25.5313,DWARF,0,1.226705,64
TIC 192941085,192941085,100,100,13.71,154.7539,-26.7762,1,1,3101.0,0.199514,,38.383,DWARF,0,1.341947,65
TIC 393419874,393419874,100,100,11.87,164.6824,-25.9047,1,2,3354.0,0.288779,0.263867,28.4048,DWARF,0,1.295131,66
