#
# Full target list for orbit 221, sector 105
# Created Wed May 13 16:58:56 EDT 2026 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
TICID,Camera,CCD,Tmag,RA,Dec
7084946,1,4,5.77,286.1668,-48.4041
7085366,1,4,13.84,286.0655,-48.0728
7129303,3,1,13.08,4.0394,-42.6517
7129726,3,1,9.09,4.2239,-43.5406
7143811,3,1,9.02,4.1097,-47.8684
7146022,3,1,7.00,4.6221,-46.5320
7146534,3,1,5.28,4.6778,-43.2356
7146752,3,1,14.89,4.7311,-42.0521
7147101,3,1,9.75,4.8723,-44.0709
7147484,3,1,5.35,4.8356,-46.4990
7147915,3,1,9.35,5.0277,-46.7359
7148510,3,1,8.03,4.9072,-43.0821
7150628,3,1,13.86,5.2973,-42.7612
7151484,3,1,9.88,5.4020,-46.0953
7152332,3,1,8.32,5.5810,-44.6492
7153462,3,1,9.10,5.7527,-45.4865
7186577,3,1,8.92,5.9540,-46.4057
7204744,3,1,12.08,6.2428,-43.1007
7205332,3,3,17.05,32.0020,-43.7691
7218781,3,3,8.13,32.0954,-46.3732
7219134,3,3,8.69,32.2350,-47.2918
7219876,3,3,4.78,32.2882,-43.5170
7220124,3,3,12.05,32.1804,-42.2417
7220471,3,3,9.43,32.4111,-43.4408
7221735,3,3,10.83,32.4867,-45.7727
7222091,3,3,5.54,32.5206,-43.8156
7222624,3,3,8.63,32.7852,-42.7522
7222629,3,3,11.84,32.7397,-42.7798
7242535,3,3,12.90,32.7233,-46.0643
7242537,3,3,10.38,32.7314,-46.0665
7242783,3,3,10.27,32.6880,-47.5657
7243102,3,3,7.79,32.8203,-46.5851
7244910,3,3,5.53,32.9761,-47.1707
7245573,3,3,8.03,33.1993,-45.2158
7263621,3,3,8.37,33.8878,-43.6753
7264479,3,3,8.62,33.9620,-44.7376
7264867,3,3,8.63,34.0279,-46.8845
7265098,3,3,16.72,34.2164,-47.8891
7315511,3,3,13.28,34.5163,-44.0905
7315512,3,3,11.07,34.5161,-44.0894
7317387,3,3,12.32,34.8992,-45.8519
7317388,3,3,12.64,34.8978,-45.8511
7317423,3,3,8.07,34.8615,-45.6650
7318157,3,3,8.57,35.0378,-42.2720
7319369,3,3,7.32,35.0961,-46.9240
7319744,3,3,13.09,35.1023,-44.5579
8165927,1,3,17.38,301.1081,-38.0265
8191897,1,3,8.48,301.4946,-39.9760
8191955,1,3,9.52,301.4080,-39.9029
8192315,1,3,15.88,301.4482,-39.3045
32209547,3,4,9.98,22.7813,-32.1066
32255963,3,4,13.20,22.7313,-33.4847
32256081,3,4,9.79,22.7869,-34.3283
32258393,3,4,13.21,23.2397,-35.4478
32266439,3,4,10.42,23.4153,-32.2602
32267583,3,4,8.24,23.5648,-34.3237
32267802,3,4,10.46,23.5720,-35.7235
32268329,3,4,9.10,23.7972,-32.6898
32268449,3,4,5.17,23.7110,-31.8926
32284043,3,4,5.89,24.2035,-32.2972
32290739,3,4,8.20,24.2929,-33.5064
32291610,3,4,9.58,24.4867,-31.5214
32292486,3,4,8.50,24.5754,-35.2132
32292960,3,4,8.42,24.6362,-32.2498
32306785,3,4,10.45,24.7600,-35.4169
32307067,3,4,15.55,24.9282,-34.7114
32307206,3,4,16.79,24.8151,-33.8178
32307244,3,4,5.55,24.8398,-33.5648
32308360,3,4,8.99,25.0416,-32.8231
32314028,3,4,9.11,25.0317,-34.4088
32314186,3,4,9.61,25.0455,-35.2004
32315976,3,4,9.13,25.2632,-34.5913
32316045,3,4,10.36,25.2563,-35.1628
32353298,3,4,9.26,25.4614,-32.1565
32354173,3,4,4.35,25.5353,-32.3270
32354342,3,4,12.02,25.5856,-33.2108
32354669,3,4,10.87,25.5770,-35.1238
32354672,3,4,10.50,25.5353,-35.1382
32354769,3,4,15.78,25.5836,-35.6738
32354834,3,4,8.79,25.7540,-35.8157
32355300,3,4,13.25,25.6378,-32.9576
32355614,3,4,9.89,25.7537,-31.0249
32395274,3,4,10.70,25.9365,-34.9186
32396533,3,4,12.90,26.0579,-32.1609
32396858,3,4,5.58,26.1534,-34.4062
32396971,3,4,10.42,26.0801,-35.0796
32397826,3,4,8.43,26.3210,-31.8924
32397921,3,4,7.39,26.2579,-31.3860
32398942,3,4,10.69,26.4673,-34.6457
32399025,3,4,11.77,26.3988,-35.1715
32419027,3,4,10.85,26.6843,-34.6247
32419062,3,4,9.35,26.6735,-34.8559
32420955,3,4,10.49,26.9302,-34.4125
32420957,3,4,10.44,27.0159,-34.4260
32421479,3,4,9.09,27.1641,-34.2366
32421492,3,4,15.55,27.1572,-34.1966
32421578,3,4,11.88,27.1368,-33.6790
32421775,3,4,8.64,27.1407,-32.5982
32422391,4,1,9.46,27.2704,-30.5134
32432249,3,4,13.47,27.2694,-33.9437
32432302,3,4,9.33,27.2891,-34.2949
32432349,3,4,10.28,27.1870,-34.6095
32432469,3,4,9.35,27.2054,-35.5367
32432767,3,4,8.13,27.4076,-34.4591
32432838,3,4,9.56,27.3677,-34.0185
32432955,3,4,12.76,27.4315,-33.3214
32433365,4,1,5.31,27.3317,-31.0726
32451658,4,1,9.02,27.7164,-32.2451
32452177,4,1,12.66,27.7723,-30.9635
32452414,4,1,11.63,27.7623,-32.4508
32452415,4,1,10.62,27.7605,-32.4526
32452634,3,4,8.01,27.7487,-33.6372
32453448,4,1,8.01,28.0118,-32.9798
32522691,4,1,7.88,28.0480,-32.5399
33574569,4,1,9.09,27.7788,-29.7084
33576608,4,1,12.45,27.9618,-29.9253
33593656,4,1,9.52,28.5742,-29.3903
33595516,4,1,11.55,28.7161,-29.4216
33597429,4,1,9.59,29.0462,-29.6087
33665280,4,1,8.83,30.0936,-29.5061
33665341,4,1,8.46,30.0503,-29.8661
34463960,1,3,5.31,305.2166,-35.6735
34515703,1,3,13.61,305.1055,-30.4548
34516482,1,3,15.45,305.2486,-30.5087
34518642,1,3,13.46,305.2375,-33.8995
34519930,1,3,11.79,305.3074,-35.9996
34520027,1,3,8.64,305.5084,-35.7759
34520844,1,3,14.61,305.4129,-34.4297
34558016,1,3,8.41,305.4785,-30.3797
34558877,1,3,11.79,305.6234,-30.8002
34613528,1,3,8.40,305.7704,-33.2555
34613661,1,3,6.00,305.7722,-33.0482
34614786,1,3,15.18,305.7205,-31.1771
34615898,1,3,16.25,305.7961,-30.3395
34616164,1,3,15.87,305.8785,-30.7235
34637610,1,3,12.51,305.8309,-35.7613
34638294,1,3,8.33,305.9525,-34.9701
34638911,1,3,11.61,305.9753,-33.9432
34639846,1,3,8.77,305.9926,-32.5070
34640040,1,3,10.08,305.9556,-32.2353
34643336,1,3,8.97,306.0857,-32.7001
34643343,1,3,16.28,306.1024,-32.7089
34686417,1,3,8.36,306.4133,-31.2387
34686490,1,3,10.49,306.3800,-31.3250
34686498,1,3,12.02,306.4220,-31.3341
34718610,1,3,14.83,306.4141,-33.0771
34720248,1,3,11.65,306.3726,-35.7628
34720292,1,3,9.68,306.3815,-35.8040
34720295,1,3,11.17,306.3879,-35.8055
34721929,1,3,8.02,306.6094,-33.3061
34722674,1,3,16.20,306.5237,-32.1381
34722719,1,3,12.08,306.5299,-32.0672
34724550,1,3,7.30,306.6650,-30.6760
34758168,1,3,10.81,306.7153,-35.8659
34798133,1,3,5.96,306.9342,-30.8717
34798833,1,3,12.47,306.9673,-32.0052
34799167,1,3,16.82,307.0126,-32.5943
34801760,1,3,10.32,307.0674,-34.9751
34802109,1,3,5.57,307.1370,-34.4098
34803944,1,3,10.46,307.0850,-31.4518
34862340,1,3,15.86,307.2175,-31.7615
34862631,1,3,8.79,307.2002,-32.2277
34864575,1,3,6.17,307.1948,-35.5960
41831549,3,4,16.05,19.4533,-39.4537
41832541,3,4,8.19,19.4692,-36.5290
41833798,3,4,16.68,19.5596,-38.8675
41834679,3,4,9.52,19.7571,-41.9125
41835717,3,4,9.59,19.7459,-38.7794
41841748,3,4,17.54,19.8584,-40.6383
41842901,3,4,7.41,20.0656,-36.2430
41858056,3,4,16.51,20.1239,-41.7661
41858063,3,4,17.40,20.1914,-41.7970
41858253,3,4,8.16,20.3726,-40.9714
41858368,3,4,15.05,20.3163,-40.2073
41858828,3,4,9.30,20.2924,-37.4918
41858921,3,4,9.41,20.2884,-36.8997
41859748,3,4,10.78,20.4726,-40.0441
41859749,3,4,11.86,20.4733,-40.0454
41859896,3,4,16.14,20.5069,-41.0327
41860240,3,4,8.29,20.5584,-40.4739
41860807,3,4,6.46,20.5387,-37.0516
41861079,3,4,5.84,20.6799,-36.5967
41861271,3,4,5.56,20.7603,-37.7024
41861951,3,4,10.88,20.9249,-41.8045
41861952,3,4,9.52,20.9171,-41.8036
41862035,3,4,7.18,20.9057,-41.2703
41862041,3,4,12.55,20.8878,-41.2201
41862291,3,4,12.43,20.9631,-39.7527
41862482,3,4,12.35,20.9270,-38.5636
41863376,3,4,8.37,21.0837,-38.9173
41863903,3,4,4.51,21.1701,-41.4928
41864942,3,4,11.86,21.4223,-36.7345
41865223,3,4,8.73,21.4076,-38.1820
41865879,3,4,9.81,21.3902,-41.8098
41897608,3,4,14.08,21.6893,-36.1618
41897639,3,4,8.82,21.7031,-36.3824
41897721,3,4,9.34,21.6632,-36.9129
41898474,3,4,9.68,21.6055,-41.4640
41898588,3,4,5.50,21.7425,-41.7475
41898667,3,4,8.28,21.8058,-41.2485
41898948,3,4,8.19,21.8391,-39.4627
41953861,3,4,10.89,21.9551,-36.5251
41954053,3,4,8.23,21.9547,-37.6680
41955432,3,4,12.26,22.1879,-38.0105
41955433,3,4,12.59,22.1884,-38.0097
41955938,3,4,5.56,22.2074,-36.8331
41956296,3,4,17.44,22.2787,-38.9849
41957388,3,4,10.29,22.3502,-38.2994
41957389,3,4,11.91,22.3495,-38.2974
41957773,3,4,10.92,22.3909,-36.0854
41958232,3,4,15.38,22.6186,-38.5102
41974311,3,4,15.52,22.7871,-38.2871
41975367,3,4,10.39,23.0075,-39.1175
41975369,3,4,11.87,23.0081,-39.1142
41975890,3,4,10.96,23.1559,-36.0359
41976025,3,4,4.58,23.2336,-36.8654
41976098,3,4,8.45,23.1027,-37.2845
41976669,3,4,8.37,23.1946,-41.2555
41976707,3,4,11.73,23.2008,-41.4892
41976855,3,4,12.84,23.2661,-41.4029
41976861,3,4,12.22,23.2464,-41.3645
41977658,3,4,8.38,23.2968,-36.4098
41993482,3,4,8.29,23.4176,-39.9121
41993553,3,4,13.96,23.4532,-40.3514
41993753,3,4,16.99,23.4218,-41.4790
41994005,3,4,8.22,23.6234,-40.8315
41995112,3,4,8.57,23.7409,-37.8962
41995222,3,4,16.61,23.8185,-38.5261
41995668,3,4,13.44,23.7488,-41.3082
41995709,3,4,11.88,23.7882,-41.5072
42013007,3,4,6.01,23.9603,-39.9475
42013134,3,4,8.28,23.9369,-39.2453
42013785,3,4,5.52,23.9953,-36.4537
42014741,3,4,11.68,24.1806,-41.6986
42015200,3,4,11.68,24.2162,-39.1426
42015601,3,4,17.48,24.1901,-36.8095
42054565,3,4,9.99,24.1682,-36.4143
42055006,3,4,5.97,24.3867,-38.1346
42055368,3,4,7.91,24.3273,-40.1774
42055967,3,4,9.67,24.5134,-40.2939
42056775,3,4,5.04,24.6144,-36.5291
42056880,3,4,8.38,24.5870,-37.1255
42057110,3,4,13.85,24.6747,-38.7020
42070706,3,4,14.46,24.6603,-41.0760
42071226,3,4,11.10,24.8419,-39.6042
42071772,3,4,15.89,24.8327,-36.4585
42071874,3,4,8.97,24.8842,-36.0504
42072590,3,4,9.13,24.9313,-40.4949
42072593,3,4,12.98,24.9267,-40.4974
42073120,3,4,16.58,25.0458,-39.9907
42073410,3,4,17.11,25.0861,-38.0596
44564772,2,3,8.45,340.4681,-41.9043
44565054,2,3,8.58,340.6757,-43.1836
44565276,2,3,5.24,340.6799,-44.2478
44566450,2,3,11.14,340.7309,-46.8559
44577667,2,3,-0.16,340.6683,-46.8846
44577692,2,3,5.49,340.6538,-47.2133
44577737,2,3,9.29,340.6060,-47.3996
44578552,2,3,8.41,340.8834,-44.5665
44625421,2,3,15.54,341.3169,-47.8857
44625967,2,3,4.38,341.4196,-46.5474
44627177,2,3,9.24,341.6080,-42.5094
44628526,2,3,6.33,341.6826,-46.9394
44629017,4,3,11.03,49.9237,-33.6151
44629102,4,3,10.27,49.9999,-33.0845
44629319,4,3,10.56,50.0068,-31.2726
44629353,4,3,11.59,49.9324,-31.0604
44646121,4,3,12.05,59.2857,-27.5941
44646129,4,3,11.13,59.3620,-27.6457
44646249,4,3,10.62,59.2999,-28.3489
44646297,4,3,10.15,59.3530,-28.6770
44646309,4,3,10.71,59.3475,-28.7806
44646348,4,3,10.69,59.3128,-29.0176
44646384,4,3,10.30,59.3728,-29.1959
44646438,4,3,10.62,59.3188,-29.4984
44646517,4,3,8.35,59.4097,-29.8681
44646547,4,3,11.35,59.4937,-29.6913
44646566,4,3,11.72,59.3840,-29.5577
44646610,4,3,11.78,59.4130,-29.3192
44646672,4,3,10.99,59.4500,-29.0455
44646788,4,3,10.20,59.4741,-28.5199
44646841,4,3,10.98,59.4445,-28.2399
44646846,4,3,11.11,59.4819,-28.1987
44646853,4,3,11.99,59.3968,-28.1427
44646862,4,3,11.42,59.4591,-28.0984
44646866,4,3,12.20,59.3840,-28.0743
44646912,4,3,8.14,59.4665,-27.8723
44646953,4,3,10.83,59.3833,-27.6372
44667264,4,3,10.86,59.6029,-27.9191
44667419,4,3,10.96,59.5941,-28.7091
44667438,4,3,16.13,59.5220,-28.7659
44667463,4,3,11.17,59.6063,-28.8785
44667563,4,3,11.30,59.5754,-29.4607
44667574,4,3,12.11,59.5194,-29.5174
44667591,4,3,11.95,59.5414,-29.6215
44667742,4,3,11.35,59.7236,-29.6095
44667832,4,3,12.11,59.6919,-29.1410
44667864,4,3,11.01,59.6974,-28.9902
44667931,4,3,11.25,59.7123,-28.6667
44667995,4,3,11.72,59.6947,-28.2833
44668032,4,3,10.55,59.7189,-28.1173
44668035,4,3,11.69,59.7641,-28.0987
44668044,4,3,10.42,59.7354,-28.0548
44668076,4,3,11.81,59.7284,-27.8964
44669809,4,3,10.07,59.8710,-28.5571
44669885,4,3,10.12,59.8656,-28.9480
44669901,4,3,11.19,59.7891,-29.0087
44669908,4,3,12.14,59.7768,-29.0277
44669916,4,3,11.15,59.8971,-29.0838
44670112,4,3,11.29,60.0255,-29.7378
44670178,4,3,11.98,59.9084,-29.4190
44670189,4,3,11.84,60.0125,-29.3777
44670223,4,3,10.59,59.9336,-29.2018
44670257,4,3,9.30,60.0171,-29.0412
44670258,4,3,9.02,60.0166,-29.0380
44670312,4,3,10.44,60.0184,-28.8081
44670324,4,3,11.64,59.9970,-28.7611
44670353,4,3,10.36,60.0316,-28.5962
44670358,4,3,11.09,59.9347,-28.5552
44670362,4,3,11.82,59.9727,-28.5366
44677357,4,3,11.25,59.9566,-28.2627
44679208,4,3,10.84,60.1000,-28.4110
44679387,4,3,8.52,60.1018,-29.2345
44679461,4,3,11.36,60.1595,-29.5336
44679469,4,3,11.21,60.1224,-29.5842
44679619,4,3,12.27,60.2628,-29.5408
44679648,4,3,11.65,60.1984,-29.4568
44679725,4,3,11.78,60.2754,-29.0709
44679783,4,3,12.03,60.2268,-28.8237
44679794,4,3,10.35,60.1981,-28.7718
44679821,4,3,10.94,60.2571,-28.6487
44681750,4,3,11.89,60.4306,-28.5694
44681866,4,3,11.96,60.3884,-29.3028
44681932,4,3,10.55,60.3258,-29.6121
44681960,4,3,11.98,60.3770,-29.7599
44682047,4,3,12.91,60.5000,-29.6625
44682054,4,3,11.53,60.5459,-29.6187
44682071,4,3,10.17,60.4735,-29.5319
44735812,4,3,8.52,60.6450,-28.6687
44735818,4,3,11.80,60.5699,-28.6933
44735911,4,3,11.81,60.6562,-29.1532
44735953,4,3,11.22,60.6436,-29.3768
44736026,4,3,12.04,60.6665,-29.7662
44736075,4,3,11.20,60.7197,-29.8251
44736094,4,3,10.35,60.7487,-29.7374
44736123,4,3,11.37,60.7757,-29.5589
44736294,4,3,11.99,60.8067,-28.7610
44736301,4,3,11.24,60.7265,-28.7119
44738334,4,3,11.30,60.8713,-29.1052
44738392,4,3,10.14,60.9142,-29.3735
44738397,4,3,11.95,60.9210,-29.4013
44738429,4,3,10.85,60.9590,-29.5591
44738431,4,3,11.73,60.8698,-29.5723
44738467,4,3,10.16,60.8442,-29.7580
44738483,4,3,11.16,60.9230,-29.8929
44738488,4,3,11.95,60.8978,-29.9481
44738554,4,3,12.03,61.0222,-29.6830
44738555,4,3,11.18,61.0914,-29.6801
44738571,4,3,10.37,61.0597,-29.6093
44738657,4,3,11.94,61.0489,-29.2161
44738671,4,3,11.76,60.9701,-29.1379
44738672,4,3,11.25,61.0824,-29.1366
44738691,4,3,10.76,61.0951,-29.0593
44738719,4,3,11.62,61.0615,-28.9260
44740957,4,3,10.09,61.1990,-29.6459
44740985,4,3,10.94,61.1735,-29.7871
44743418,4,3,11.14,61.3682,-29.3218
44743428,4,3,10.38,61.3702,-29.3799
44743531,4,3,11.34,61.4250,-29.7820
44743606,4,3,11.13,61.5501,-29.7209
44743651,4,3,10.82,61.5185,-29.4986
44743697,4,3,11.22,61.5362,-29.3378
44790962,4,3,11.91,61.6723,-29.7690
44791028,4,3,9.93,61.8759,-29.8050
44791098,4,3,11.11,61.7920,-29.5233
44793573,4,3,11.69,61.9560,-29.9063
48788702,1,3,9.77,301.9398,-31.7595
48788704,1,3,9.88,301.9527,-31.7636
48789500,1,3,8.34,301.9431,-32.8523
48838982,1,3,8.01,302.1462,-33.6043
48840541,1,3,8.46,302.0765,-31.2882
48893559,1,3,12.86,302.4074,-34.5254
48932675,1,3,15.18,302.4398,-33.8249
48936479,1,3,8.61,302.6326,-32.3156
48937598,1,3,11.03,302.6915,-30.8136
48938221,1,3,10.97,302.7515,-29.9438
48938394,1,3,12.42,302.7340,-30.2203
48939546,1,3,16.09,302.8281,-31.9351
48959495,1,3,8.20,302.7164,-34.7690
49559084,4,1,11.23,36.5642,-38.0521
49559085,4,1,11.20,36.5626,-38.0528
49593683,4,1,13.43,36.9406,-36.1807
49593774,4,1,5.62,37.0676,-36.3407
49593799,4,1,11.39,37.0364,-36.4725
49594649,4,2,12.83,37.3154,-41.2885
49594667,4,2,10.06,37.2517,-41.1256
49594819,4,2,13.33,37.3210,-39.9838
49596029,4,2,11.35,37.3380,-39.2294
49596084,4,2,13.02,37.3911,-39.5610
49615683,4,1,10.97,37.5106,-37.0167
49617072,4,2,16.76,37.8798,-41.2351
49617121,4,2,8.81,37.7786,-40.9717
49617264,4,2,12.99,37.8933,-40.0058
49617284,4,2,16.98,37.7751,-39.8450
49618099,4,1,5.39,38.0620,-36.4272
49618208,4,1,8.20,37.9681,-36.9262
49623860,4,2,14.82,38.3797,-38.7724
49623960,4,2,8.38,38.2658,-39.3415
60891724,1,4,11.48,285.9849,-47.9469
60893065,1,4,13.60,285.8945,-46.8607
60967881,1,4,14.97,286.1380,-46.5211
60969227,1,4,10.34,286.1724,-47.5802
60969306,1,4,10.73,286.0374,-47.6353
60969335,1,4,12.63,286.0528,-47.6555
60970135,1,4,15.77,286.2058,-47.5149
61135611,1,4,8.45,286.9903,-46.1608
61135882,1,4,12.78,286.9949,-45.9576
61216143,1,4,11.91,287.2648,-47.5074
61383924,1,4,11.89,287.7675,-47.6555
61458992,1,4,5.92,287.9221,-46.8811
61512415,1,4,8.18,288.0249,-45.2998
61516388,1,4,9.97,288.2485,-47.1610
61570853,1,4,14.56,288.4136,-45.5069
61613763,1,4,7.54,288.4820,-47.3586
61613777,1,4,7.92,288.4808,-47.3537
61613856,1,4,13.09,288.5345,-47.2908
61692011,1,4,5.12,288.6653,-45.1938
61693966,1,4,8.37,288.8068,-46.8857
61695954,1,4,14.77,288.8782,-47.1486
61697095,1,4,8.50,288.8920,-46.1688
61698163,1,4,12.00,288.8187,-45.2888
61724376,1,4,10.22,288.9529,-44.5008
61732255,1,4,13.13,289.1301,-45.4142
61732312,1,4,4.13,289.0906,-45.4660
61795609,1,4,11.98,289.2125,-47.5797
61795757,1,4,12.90,289.1664,-47.5157
61803982,1,4,8.69,289.1653,-43.9646
61849366,1,4,8.80,289.4323,-44.0049
61850799,1,4,9.42,289.4463,-45.1999
61850828,1,4,12.41,289.4501,-45.2223
61851778,1,4,14.60,289.4178,-46.0483
61856320,1,4,5.90,289.5041,-45.6244
61857507,1,4,8.08,289.4767,-44.6104
61896955,1,4,8.07,289.9325,-46.3766
61964151,1,4,16.57,290.0778,-46.9192
61964767,1,4,9.20,290.0472,-47.5137
61965938,1,4,15.32,290.1436,-47.2585
62020444,1,4,9.39,290.2069,-45.5796
62020670,1,4,4.93,290.2520,-45.3740
62023018,1,4,14.87,290.1338,-43.4456
62023270,1,4,9.07,290.1539,-43.2651
62027099,1,4,14.71,290.3148,-43.6593
62085710,1,4,10.47,290.4720,-46.8750
62118505,1,4,13.35,290.6443,-43.3046
62118520,1,4,10.71,290.6824,-43.3237
62119081,1,4,13.78,290.7042,-43.8044
62119332,1,4,12.67,290.6796,-44.0538
62119727,1,4,4.11,290.6596,-44.4591
62120732,1,4,13.84,290.6102,-45.4107
62124646,1,4,10.35,290.9094,-46.1092
62184739,1,4,3.92,290.8057,-44.8002
62188123,1,4,8.33,290.9301,-42.2877
62189739,1,4,4.35,291.0898,-43.7221
62191534,1,4,12.50,291.0505,-45.5288
62223401,1,4,13.52,290.9423,-47.7882
62227239,1,4,5.93,291.2328,-44.1949
62227842,1,4,13.56,291.0955,-43.6394
62229007,1,4,12.35,291.1810,-42.5935
62294176,1,4,8.32,291.3131,-45.0584
62296704,1,4,9.03,291.2796,-47.7594
62301042,1,4,13.12,291.4774,-43.6255
62347617,1,4,14.29,291.6446,-45.1426
62347919,1,4,12.06,291.6507,-45.4811
62348907,1,4,4.80,291.6732,-46.5790
62351972,1,4,8.28,291.8994,-45.7114
64031614,4,4,9.26,37.7198,-23.1742
64033264,4,4,11.74,37.8948,-23.7674
64033287,4,4,8.48,37.9940,-23.9293
64068679,4,4,11.03,38.6992,-22.3792
64070180,4,4,16.74,38.8410,-22.8567
64071894,4,4,9.64,39.1367,-22.2449
64105291,4,4,11.64,39.3152,-22.3832
64105494,4,4,8.25,39.3402,-23.7226
64105644,4,4,5.86,39.4351,-22.9916
64105756,4,4,8.29,39.5066,-22.1318
64106977,4,4,13.25,39.6749,-22.1912
64107454,4,4,19.82,39.7912,-22.3578
64109026,4,4,7.60,39.9756,-23.9299
64110704,4,4,8.84,40.1776,-22.8243
64112314,4,4,8.16,40.4299,-21.1712
64144847,4,4,5.17,40.4895,-22.6063
64146138,4,4,8.84,40.6279,-21.8171
64146395,4,4,9.92,40.6202,-23.6841
64177237,4,4,8.96,40.9232,-22.6704
65289930,4,1,7.21,38.1253,-27.0031
65290074,4,1,11.53,38.2383,-25.9244
65290698,4,1,10.44,38.2756,-26.1868
65291058,4,1,9.51,38.3837,-28.8811
65291141,4,1,10.11,38.3057,-29.5107
65291343,4,1,10.38,38.5037,-28.8851
65291439,4,1,5.04,38.4611,-28.2324
65323949,4,4,9.90,38.6892,-24.3319
65324009,4,4,15.10,38.8399,-24.0176
65324756,4,1,7.74,38.7953,-28.6976
65324889,4,1,15.68,38.8718,-29.6450
65325081,4,1,12.57,38.9723,-29.1081
65325205,4,1,8.10,38.9254,-28.3120
65325314,4,1,8.81,38.9301,-27.5249
65325436,4,1,8.21,38.9345,-26.6970
65325889,4,4,13.94,39.0954,-24.1148
65326097,4,4,12.54,39.1445,-25.5843
65344233,4,4,9.63,39.1944,-25.7025
65344368,4,4,7.15,39.1983,-25.0243
65344847,4,4,14.38,39.4172,-25.5773
65345366,4,1,10.60,39.3379,-28.6390
65345479,4,1,8.19,39.4211,-29.3235
65345801,4,1,14.07,39.4875,-28.2008
65346691,4,4,9.03,39.6523,-25.2521
65346708,4,4,8.08,39.7051,-25.3658
65347156,4,1,10.52,39.6802,-28.2162
65347411,4,1,13.07,39.7583,-29.7239
65347620,4,1,7.92,39.7969,-28.2983
65347634,4,1,9.99,39.7141,-28.1751
65347635,4,1,8.89,39.7173,-28.1663
65347638,4,1,10.49,39.7184,-28.1627
65348249,4,4,8.23,39.7808,-24.5069
65348719,4,4,8.02,39.9738,-26.3209
65397469,4,4,14.24,40.4512,-24.2566
65398159,4,1,8.23,40.4860,-28.5467
65398518,4,1,12.61,40.6131,-29.0564
65399082,4,4,8.06,40.6028,-25.8908
65399266,4,4,9.78,40.6377,-24.6903
65399272,4,4,9.59,40.5518,-24.6606
65414965,4,4,8.63,40.8462,-26.5121
65416162,4,1,16.56,40.9608,-29.2108
65416379,4,1,5.80,41.0922,-29.2065
65416676,4,4,10.35,41.1103,-26.9978
65416723,4,4,8.59,41.1397,-26.7464
65416950,4,4,6.38,41.0621,-25.4951
65417535,4,4,9.20,41.1825,-26.2060
65434172,4,4,8.61,41.4929,-25.2105
65434220,4,4,11.95,41.4623,-25.4440
65434221,4,4,12.21,41.4611,-25.4443
65435268,4,4,11.62,41.6094,-28.3047
65435335,4,4,9.07,41.6173,-27.8539
65435568,4,4,11.18,41.6500,-26.2986
65447137,4,4,15.21,41.7706,-26.1761
65448527,4,4,12.11,41.9310,-25.2637
65448761,4,4,8.57,41.9731,-24.2391
65449543,4,4,14.53,42.0550,-28.7527
65451563,4,4,9.35,42.3312,-29.0585
65452015,4,4,5.38,42.4762,-27.9418
65452228,4,4,14.67,42.4765,-26.7067
65479610,4,4,12.64,42.4046,-24.7372
65479645,4,4,5.23,42.4619,-24.5613
65480116,4,4,9.01,42.5477,-26.0406
65480303,4,4,13.49,42.5923,-27.0546
65480686,4,4,10.39,42.6206,-29.3551
65480941,4,4,8.47,42.7513,-29.0026
65481072,4,4,8.26,42.7447,-28.1325
65481160,4,4,12.30,42.6739,-27.4797
65481161,4,4,10.68,42.6722,-27.4780
65481265,4,4,9.83,42.7440,-26.8448
65481704,4,4,14.23,42.7253,-24.2208
65482799,4,4,12.87,42.9576,-29.6858
65482800,4,4,11.95,42.9586,-29.6843
65482867,4,4,10.74,42.9611,-29.1853
65483190,4,4,13.16,42.9123,-27.0433
65483724,4,4,8.41,42.8982,-24.1877
65483825,4,4,10.77,43.1232,-24.2881
65484200,4,4,9.38,43.1384,-26.3039
65484424,4,4,6.00,43.1324,-27.9576
65484525,4,4,11.77,43.0361,-28.5540
65484553,4,4,10.35,43.0771,-28.7505
65484557,4,4,10.15,43.1507,-28.7696
65484572,4,4,11.18,43.1331,-28.8554
65484618,4,4,10.75,43.0520,-29.1687
65515607,4,4,10.85,43.2541,-28.8007
65516102,4,4,12.39,43.2058,-25.6375
65516748,4,4,8.71,43.4200,-26.1557
65517157,4,4,10.54,43.3585,-28.5095
65517265,4,4,11.74,43.3290,-29.1775
65517357,4,4,8.38,43.3099,-29.8326
66397554,3,1,8.66,13.0262,-35.7477
66434034,3,4,8.89,14.0828,-35.6124
66469006,3,4,9.05,14.8184,-35.4908
66492282,3,4,9.00,15.1309,-35.0030
67544782,3,4,16.66,15.4679,-35.3061
67558415,3,4,15.68,15.7837,-35.8556
67565745,3,4,8.94,15.9995,-34.6768
67567387,3,4,9.89,16.3791,-35.3778
67583285,3,4,12.90,16.4740,-34.5804
67584421,3,4,13.55,17.0896,-35.6094
67590942,3,4,17.18,17.2894,-34.9259
67598139,3,4,12.68,17.6323,-34.2707
67598235,3,4,8.43,17.5736,-35.0433
67630419,3,4,7.72,18.2292,-35.7460
67630561,3,4,12.15,18.2660,-34.6389
67644239,3,4,11.51,18.4002,-35.3728
67644294,3,4,11.15,18.4002,-35.7485
67644341,3,4,9.49,18.4973,-35.8672
67644505,3,4,9.65,18.4998,-34.7183
67649023,3,4,12.76,18.6555,-34.5804
67649560,3,4,8.93,18.8910,-34.0311
